"","PROV","fecha","num_def","num_casos","num_hosp","num_uci"
"12920","24","2020-09-05",0,58,1,0
"12921","25","2020-09-05",1,32,4,0
"12922","26","2020-09-05",2,86,9,0
"12923","27","2020-09-05",3,46,3,0
"12924","28","2020-09-05",11,1722,224,18
"12925","29","2020-09-05",2,254,23,1
"12926","30","2020-09-05",0,403,30,5
"12927","31","2020-09-05",0,268,8,0
"12928","32","2020-09-05",0,31,5,0
"12929","33","2020-09-05",0,51,5,2
"12930","34","2020-09-05",1,62,0,0
"12931","35","2020-09-05",3,230,15,3
"12932","36","2020-09-05",0,50,2,0
"12933","37","2020-09-05",0,103,5,0
"12934","38","2020-09-05",0,61,5,0
"12935","39","2020-09-05",0,116,6,2
"12936","40","2020-09-05",0,54,1,0
"12937","41","2020-09-05",1,211,19,1
"12938","42","2020-09-05",0,17,2,1
"12939","43","2020-09-05",2,68,4,0
"12940","44","2020-09-05",0,15,0,0
"12941","45","2020-09-05",3,294,15,0
"12942","46","2020-09-05",4,316,21,3
"12943","47","2020-09-05",1,150,14,0
"12944","48","2020-09-05",7,332,18,0
"12945","49","2020-09-05",1,32,5,0
"12946","50","2020-09-05",2,346,20,1
"12947","51","2020-09-05",0,9,0,0
"12948","52","2020-09-05",0,12,0,0
"12949","01","2020-09-06",0,41,5,0
"12950","02","2020-09-06",1,34,2,1
"12951","03","2020-09-06",2,136,10,2
"12952","04","2020-09-06",1,124,10,0
"12953","05","2020-09-06",0,38,4,0
"12954","06","2020-09-06",0,81,3,0
"12955","07","2020-09-06",0,91,12,3
"12956","08","2020-09-06",8,330,24,2
"12957","09","2020-09-06",1,46,8,1
"12958","10","2020-09-06",1,41,2,0
"12959","11","2020-09-06",1,184,5,0
"12960","12","2020-09-06",0,24,4,2
"12961","13","2020-09-06",0,59,14,1
"12962","14","2020-09-06",1,25,4,0
"12963","15","2020-09-06",1,92,3,1
"12964","16","2020-09-06",0,16,3,0
"12965","17","2020-09-06",0,15,3,0
"12966","18","2020-09-06",2,50,1,0
"12967","19","2020-09-06",0,26,6,0
"12968","20","2020-09-06",0,178,9,2
"12969","21","2020-09-06",0,9,3,0
"12970","22","2020-09-06",0,4,1,0
"12971","23","2020-09-06",0,37,3,0
"12972","24","2020-09-06",0,76,1,1
"12973","25","2020-09-06",0,28,3,0
"12974","26","2020-09-06",1,74,6,2
"12975","27","2020-09-06",1,32,5,1
"12976","28","2020-09-06",16,1082,169,21
"12977","29","2020-09-06",2,272,25,1
"12978","30","2020-09-06",3,297,24,7
"12979","31","2020-09-06",1,112,11,0
"12980","32","2020-09-06",0,29,2,0
"12981","33","2020-09-06",0,55,6,1
"12982","34","2020-09-06",0,49,1,1
"12983","35","2020-09-06",1,144,11,2
"12984","36","2020-09-06",0,58,4,1
"12985","37","2020-09-06",2,115,10,1
"12986","38","2020-09-06",1,38,5,1
"12987","39","2020-09-06",0,60,4,2
"12988","40","2020-09-06",0,21,0,0
"12989","41","2020-09-06",3,96,13,2
"12990","42","2020-09-06",0,11,3,0
"12991","43","2020-09-06",0,38,2,0
"12992","44","2020-09-06",0,22,1,0
"12993","45","2020-09-06",0,180,24,1
"12994","46","2020-09-06",3,180,17,0
"12995","47","2020-09-06",2,152,7,0
"12996","48","2020-09-06",6,302,15,3
"12997","49","2020-09-06",0,40,5,0
"12998","50","2020-09-06",3,191,24,2
"12999","51","2020-09-06",0,11,0,0
"13000","52","2020-09-06",0,13,5,0
"13001","01","2020-09-07",3,34,4,1
"13002","02","2020-09-07",1,41,5,0
"13003","03","2020-09-07",3,199,25,1
"13004","04","2020-09-07",1,108,6,1
"13005","05","2020-09-07",1,25,2,0
"13006","06","2020-09-07",1,79,8,0
"13007","07","2020-09-07",1,170,16,1
"13008","08","2020-09-07",7,813,27,3
"13009","09","2020-09-07",1,36,2,0
"13010","10","2020-09-07",0,21,6,0
"13011","11","2020-09-07",1,58,13,0
"13012","12","2020-09-07",1,39,4,1
"13013","13","2020-09-07",0,115,11,0
"13014","14","2020-09-07",0,47,11,1
"13015","15","2020-09-07",2,65,8,3
"13016","16","2020-09-07",0,43,3,0
"13017","17","2020-09-07",1,93,4,2
"13018","18","2020-09-07",0,93,14,1
"13019","19","2020-09-07",0,102,4,0
"13020","20","2020-09-07",1,156,12,2
"13021","21","2020-09-07",0,13,4,0
"13022","22","2020-09-07",3,35,1,0
"13023","23","2020-09-07",1,19,4,0
"13024","24","2020-09-07",0,24,1,0
"13025","25","2020-09-07",1,45,4,0
"13026","26","2020-09-07",2,96,11,1
"13027","27","2020-09-07",0,117,6,0
"13028","28","2020-09-07",25,1944,238,24
"13029","29","2020-09-07",2,275,17,0
"13030","30","2020-09-07",1,267,28,3
"13031","31","2020-09-07",0,261,15,1
"13032","32","2020-09-07",0,11,1,0
"13033","33","2020-09-07",1,14,3,0
"13034","34","2020-09-07",0,44,2,0
"13035","35","2020-09-07",1,161,18,6
"13036","36","2020-09-07",0,33,1,1
"13037","37","2020-09-07",0,52,12,0
"13038","38","2020-09-07",1,27,7,1
"13039","39","2020-09-07",1,80,6,0
"13040","40","2020-09-07",0,22,0,0
"13041","41","2020-09-07",0,126,25,2
"13042","42","2020-09-07",0,10,0,0
"13043","43","2020-09-07",0,83,5,0
"13044","44","2020-09-07",0,32,7,1
"13045","45","2020-09-07",4,180,29,5
"13046","46","2020-09-07",1,183,33,2
"13047","47","2020-09-07",3,151,14,2
"13048","48","2020-09-07",3,225,18,3
"13049","49","2020-09-07",0,3,2,1
"13050","50","2020-09-07",5,145,29,1
"13051","51","2020-09-07",1,1,0,0
"13052","52","2020-09-07",0,11,0,0
"13053","01","2020-09-08",3,106,8,0
"13054","02","2020-09-08",0,52,6,0
"13055","03","2020-09-08",1,257,15,1
"13056","04","2020-09-08",3,115,3,0
"13057","05","2020-09-08",0,30,1,0
"13058","06","2020-09-08",4,70,7,0
"13059","07","2020-09-08",4,171,15,1
"13060","08","2020-09-08",5,965,41,3
"13061","09","2020-09-08",0,132,7,0
"13062","10","2020-09-08",0,55,4,1
"13063","11","2020-09-08",0,139,10,2
"13064","12","2020-09-08",0,68,1,1
"13065","13","2020-09-08",1,194,13,0
"13066","14","2020-09-08",0,77,6,1
"13067","15","2020-09-08",1,106,10,1
"13068","16","2020-09-08",0,16,3,0
"13069","17","2020-09-08",0,144,2,0
"13070","18","2020-09-08",0,149,15,1
"13071","19","2020-09-08",0,60,7,0
"13072","20","2020-09-08",0,260,24,4
"13073","21","2020-09-08",0,33,1,0
"13074","22","2020-09-08",2,71,4,0
"13075","23","2020-09-08",0,69,4,0
"13076","24","2020-09-08",0,136,1,0
"13077","25","2020-09-08",0,60,0,0
"13078","26","2020-09-08",1,38,10,0
"13079","27","2020-09-08",2,63,10,2
"13080","28","2020-09-08",23,5201,313,24
"13081","29","2020-09-08",4,197,25,4
"13082","30","2020-09-08",2,372,38,7
"13083","31","2020-09-08",0,201,17,0
"13084","32","2020-09-08",0,16,4,0
"13085","33","2020-09-08",0,64,4,1
"13086","34","2020-09-08",0,13,3,0
"13087","35","2020-09-08",3,184,17,5
"13088","36","2020-09-08",0,74,3,0
"13089","37","2020-09-08",1,69,4,0
"13090","38","2020-09-08",0,28,5,2
"13091","39","2020-09-08",0,109,1,0
"13092","40","2020-09-08",0,58,2,0
"13093","41","2020-09-08",0,196,23,2
"13094","42","2020-09-08",0,13,0,1
"13095","43","2020-09-08",3,73,6,0
"13096","44","2020-09-08",0,42,13,1
"13097","45","2020-09-08",1,277,24,2
"13098","46","2020-09-08",4,340,19,1
"13099","47","2020-09-08",1,124,16,3
"13100","48","2020-09-08",6,326,30,1
"13101","49","2020-09-08",1,74,2,0
"13102","50","2020-09-08",10,163,19,0
"13103","51","2020-09-08",0,20,1,0
"13104","52","2020-09-08",0,32,1,0
"13105","01","2020-09-09",0,105,8,0
"13106","02","2020-09-09",0,88,6,2
"13107","03","2020-09-09",0,293,14,4
"13108","04","2020-09-09",3,151,6,0
"13109","05","2020-09-09",1,15,2,0
"13110","06","2020-09-09",0,92,6,1
"13111","07","2020-09-09",4,186,12,0
"13112","08","2020-09-09",7,948,30,0
"13113","09","2020-09-09",2,76,9,0
"13114","10","2020-09-09",0,95,7,0
"13115","11","2020-09-09",3,165,10,1
"13116","12","2020-09-09",0,92,4,1
"13117","13","2020-09-09",1,205,10,1
"13118","14","2020-09-09",1,194,7,1
"13119","15","2020-09-09",1,124,11,2
"13120","16","2020-09-09",0,30,5,1
"13121","17","2020-09-09",2,139,0,0
"13122","18","2020-09-09",1,168,10,1
"13123","19","2020-09-09",0,97,12,1
"13124","20","2020-09-09",1,186,23,1
"13125","21","2020-09-09",0,17,1,0
"13126","22","2020-09-09",1,45,1,0
"13127","23","2020-09-09",1,103,9,0
"13128","24","2020-09-09",0,131,5,1
"13129","25","2020-09-09",1,64,2,0
"13130","26","2020-09-09",2,89,5,1
"13131","27","2020-09-09",4,38,7,2
"13132","28","2020-09-09",27,5134,295,19
"13133","29","2020-09-09",3,288,25,1
"13134","30","2020-09-09",2,485,28,4
"13135","31","2020-09-09",1,345,20,0
"13136","32","2020-09-09",1,45,8,0
"13137","33","2020-09-09",0,25,5,1
"13138","34","2020-09-09",1,41,0,1
"13139","35","2020-09-09",2,215,18,5
"13140","36","2020-09-09",2,54,4,0
"13141","37","2020-09-09",0,38,7,0
"13142","38","2020-09-09",1,50,0,0
"13143","39","2020-09-09",1,172,12,0
"13144","40","2020-09-09",0,30,1,0
"13145","41","2020-09-09",4,262,23,4
"13146","42","2020-09-09",1,9,0,0
"13147","43","2020-09-09",4,80,2,0
"13148","44","2020-09-09",2,37,5,0
"13149","45","2020-09-09",2,276,19,1
"13150","46","2020-09-09",4,322,24,1
"13151","47","2020-09-09",1,204,7,0
"13152","48","2020-09-09",4,369,30,1
"13153","49","2020-09-09",0,17,2,0
"13154","50","2020-09-09",6,287,27,3
"13155","51","2020-09-09",1,5,0,0
"13156","52","2020-09-09",0,41,6,0
"13157","01","2020-09-10",1,76,4,1
"13158","02","2020-09-10",0,82,8,2
"13159","03","2020-09-10",0,283,10,2
"13160","04","2020-09-10",1,164,7,1
"13161","05","2020-09-10",1,43,0,0
"13162","06","2020-09-10",0,106,6,0
"13163","07","2020-09-10",4,156,15,3
"13164","08","2020-09-10",11,1064,31,2
"13165","09","2020-09-10",1,159,3,1
"13166","10","2020-09-10",0,120,6,0
"13167","11","2020-09-10",1,144,10,1
"13168","12","2020-09-10",1,47,4,0
"13169","13","2020-09-10",4,262,19,0
"13170","14","2020-09-10",0,150,9,0
"13171","15","2020-09-10",0,137,9,0
"13172","16","2020-09-10",1,38,6,1
"13173","17","2020-09-10",1,220,3,0
"13174","18","2020-09-10",1,154,14,1
"13175","19","2020-09-10",0,83,10,0
"13176","20","2020-09-10",2,203,23,1
"13177","21","2020-09-10",0,25,1,0
"13178","22","2020-09-10",1,40,2,0
"13179","23","2020-09-10",1,48,6,0
"13180","24","2020-09-10",0,94,4,0
"13181","25","2020-09-10",1,68,1,0
"13182","26","2020-09-10",2,52,7,0
"13183","27","2020-09-10",1,24,7,0
"13184","28","2020-09-10",24,4842,298,17
"13185","29","2020-09-10",4,240,15,4
"13186","30","2020-09-10",6,441,28,1
"13187","31","2020-09-10",1,315,19,1
"13188","32","2020-09-10",1,27,5,0
"13189","33","2020-09-10",0,44,5,0
"13190","34","2020-09-10",0,65,1,0
"13191","35","2020-09-10",1,204,25,5
"13192","36","2020-09-10",0,76,3,0
"13193","37","2020-09-10",0,160,10,0
"13194","38","2020-09-10",2,55,7,1
"13195","39","2020-09-10",0,151,6,0
"13196","40","2020-09-10",0,50,0,0
"13197","41","2020-09-10",3,272,30,2
"13198","42","2020-09-10",0,15,1,0
"13199","43","2020-09-10",2,97,4,0
"13200","44","2020-09-10",1,40,4,1
"13201","45","2020-09-10",3,451,25,2
"13202","46","2020-09-10",0,371,28,1
"13203","47","2020-09-10",1,232,9,0
"13204","48","2020-09-10",5,356,20,2
"13205","49","2020-09-10",0,92,2,1
"13206","50","2020-09-10",5,290,15,2
"13207","51","2020-09-10",0,10,0,0
"13208","52","2020-09-10",0,31,1,1
"13209","01","2020-09-11",3,130,3,1
"13210","02","2020-09-11",0,109,6,1
"13211","03","2020-09-11",1,317,17,2
"13212","04","2020-09-11",1,80,8,2
"13213","05","2020-09-11",0,31,4,0
"13214","06","2020-09-11",0,135,9,1
"13215","07","2020-09-11",1,134,22,2
"13216","08","2020-09-11",7,387,33,4
"13217","09","2020-09-11",1,110,10,1
"13218","10","2020-09-11",1,98,5,0
"13219","11","2020-09-11",5,236,9,3
"13220","12","2020-09-11",0,77,5,1
"13221","13","2020-09-11",1,199,17,1
"13222","14","2020-09-11",2,189,6,0
"13223","15","2020-09-11",0,86,12,0
"13224","16","2020-09-11",0,36,2,0
"13225","17","2020-09-11",0,97,5,2
"13226","18","2020-09-11",0,153,9,1
"13227","19","2020-09-11",0,186,3,0
"13228","20","2020-09-11",1,205,22,2
"13229","21","2020-09-11",1,24,1,0
"13230","22","2020-09-11",0,73,6,1
"13231","23","2020-09-11",0,93,6,0
"13232","24","2020-09-11",0,127,12,1
"13233","25","2020-09-11",0,41,0,1
"13234","26","2020-09-11",0,114,11,0
"13235","27","2020-09-11",2,66,7,0
"13236","28","2020-09-11",30,6674,346,25
"13237","29","2020-09-11",5,348,16,3
"13238","30","2020-09-11",4,466,40,5
"13239","31","2020-09-11",1,303,13,1
"13240","32","2020-09-11",1,13,6,0
"13241","33","2020-09-11",2,84,6,1
"13242","34","2020-09-11",0,42,5,0
"13243","35","2020-09-11",4,173,17,6
"13244","36","2020-09-11",0,61,5,1
"13245","37","2020-09-11",1,153,7,0
"13246","38","2020-09-11",0,82,3,2
"13247","39","2020-09-11",0,118,9,0
"13248","40","2020-09-11",0,85,0,0
"13249","41","2020-09-11",4,385,22,2
"13250","42","2020-09-11",0,18,1,0
"13251","43","2020-09-11",0,56,1,0
"13252","44","2020-09-11",1,45,5,0
"13253","45","2020-09-11",5,261,32,3
"13254","46","2020-09-11",1,354,23,0
"13255","47","2020-09-11",2,278,16,0
"13256","48","2020-09-11",4,386,33,3
"13257","49","2020-09-11",1,27,5,0
"13258","50","2020-09-11",5,367,29,1
"13259","51","2020-09-11",1,19,0,0
"13260","52","2020-09-11",0,26,1,0
"13261","01","2020-09-12",1,89,4,0
"13262","02","2020-09-12",0,39,4,0
"13263","03","2020-09-12",2,174,8,0
"13264","04","2020-09-12",0,74,7,1
"13265","05","2020-09-12",1,61,1,0
"13266","06","2020-09-12",1,126,7,1
"13267","07","2020-09-12",3,71,16,0
"13268","08","2020-09-12",3,372,24,2
"13269","09","2020-09-12",1,103,7,1
"13270","10","2020-09-12",0,55,4,1
"13271","11","2020-09-12",4,158,9,0
"13272","12","2020-09-12",0,45,6,2
"13273","13","2020-09-12",0,166,8,3
"13274","14","2020-09-12",1,111,8,1
"13275","15","2020-09-12",0,76,13,0
"13276","16","2020-09-12",0,45,5,0
"13277","17","2020-09-12",0,142,3,0
"13278","18","2020-09-12",3,72,6,2
"13279","19","2020-09-12",2,138,3,0
"13280","20","2020-09-12",4,171,9,1
"13281","21","2020-09-12",0,44,0,1
"13282","22","2020-09-12",1,30,5,0
"13283","23","2020-09-12",0,64,6,0
"13284","24","2020-09-12",0,91,5,1
"13285","25","2020-09-12",0,51,0,0
"13286","26","2020-09-12",0,129,13,1
"13287","27","2020-09-12",0,54,2,0
"13288","28","2020-09-12",37,2170,315,22
"13289","29","2020-09-12",2,228,11,2
"13290","30","2020-09-12",2,454,36,5
"13291","31","2020-09-12",3,284,14,1
"13292","32","2020-09-12",1,9,3,0
"13293","33","2020-09-12",0,66,1,1
"13294","34","2020-09-12",0,43,2,1
"13295","35","2020-09-12",0,207,8,3
"13296","36","2020-09-12",1,61,10,1
"13297","37","2020-09-12",2,95,9,0
"13298","38","2020-09-12",0,57,6,0
"13299","39","2020-09-12",0,122,11,0
"13300","40","2020-09-12",0,33,1,0
"13301","41","2020-09-12",3,193,25,1
"13302","42","2020-09-12",0,33,1,0
"13303","43","2020-09-12",0,79,1,0
"13304","44","2020-09-12",0,31,6,1
"13305","45","2020-09-12",5,315,22,1
"13306","46","2020-09-12",1,270,35,1
"13307","47","2020-09-12",3,156,20,1
"13308","48","2020-09-12",4,270,22,0
"13309","49","2020-09-12",2,29,4,1
"13310","50","2020-09-12",8,264,20,1
"13311","51","2020-09-12",1,15,1,0
"13312","52","2020-09-12",1,23,1,0
"13313","01","2020-09-13",0,34,4,0
"13314","02","2020-09-13",1,58,7,0
"13315","03","2020-09-13",0,125,8,0
"13316","04","2020-09-13",2,96,7,2
"13317","05","2020-09-13",1,23,2,0
"13318","06","2020-09-13",0,118,6,1
"13319","07","2020-09-13",3,65,15,5
"13320","08","2020-09-13",4,287,25,3
"13321","09","2020-09-13",1,45,7,1
"13322","10","2020-09-13",0,45,3,1
"13323","11","2020-09-13",2,106,16,2
"13324","12","2020-09-13",1,36,4,1
"13325","13","2020-09-13",2,75,11,1
"13326","14","2020-09-13",2,71,7,0
"13327","15","2020-09-13",1,120,4,2
"13328","16","2020-09-13",0,18,2,0
"13329","17","2020-09-13",1,49,4,2
"13330","18","2020-09-13",1,60,7,0
"13331","19","2020-09-13",1,86,7,2
"13332","20","2020-09-13",1,124,8,0
"13333","21","2020-09-13",0,20,1,0
"13334","22","2020-09-13",1,19,1,0
"13335","23","2020-09-13",1,75,1,0
"13336","24","2020-09-13",0,51,1,1
"13337","25","2020-09-13",0,61,1,0
"13338","26","2020-09-13",0,120,11,1
"13339","27","2020-09-13",4,19,5,0
"13340","28","2020-09-13",30,1540,238,18
"13341","29","2020-09-13",5,202,20,2
"13342","30","2020-09-13",3,453,27,1
"13343","31","2020-09-13",2,281,10,1
"13344","32","2020-09-13",1,46,8,0
"13345","33","2020-09-13",0,70,3,0
"13346","34","2020-09-13",0,63,8,0
"13347","35","2020-09-13",2,142,13,0
"13348","36","2020-09-13",0,89,0,1
"13349","37","2020-09-13",2,121,8,0
"13350","38","2020-09-13",0,64,2,0
"13351","39","2020-09-13",0,108,9,1
"13352","40","2020-09-13",0,21,2,0
"13353","41","2020-09-13",3,133,31,0
"13354","42","2020-09-13",0,21,2,0
"13355","43","2020-09-13",0,32,1,0
"13356","44","2020-09-13",3,41,3,0
"13357","45","2020-09-13",6,196,26,1
"13358","46","2020-09-13",6,165,23,2
"13359","47","2020-09-13",0,67,11,2
"13360","48","2020-09-13",6,147,14,0
"13361","49","2020-09-13",3,31,3,2
"13362","50","2020-09-13",5,310,18,1
"13363","51","2020-09-13",0,3,0,0
"13364","52","2020-09-13",0,15,0,1
"13365","01","2020-09-14",0,33,3,3
"13366","02","2020-09-14",1,41,7,0
"13367","03","2020-09-14",3,259,23,1
"13368","04","2020-09-14",1,39,9,1
"13369","05","2020-09-14",1,16,8,0
"13370","06","2020-09-14",0,155,11,0
"13371","07","2020-09-14",1,141,14,4
"13372","08","2020-09-14",14,831,42,1
"13373","09","2020-09-14",1,58,7,0
"13374","10","2020-09-14",0,55,7,1
"13375","11","2020-09-14",5,75,7,0
"13376","12","2020-09-14",0,36,17,2
"13377","13","2020-09-14",2,102,18,0
"13378","14","2020-09-14",2,104,10,1
"13379","15","2020-09-14",2,84,12,1
"13380","16","2020-09-14",0,31,5,0
"13381","17","2020-09-14",2,122,0,0
"13382","18","2020-09-14",0,79,4,1
"13383","19","2020-09-14",1,76,7,1
"13384","20","2020-09-14",5,97,14,3
"13385","21","2020-09-14",0,17,0,0
"13386","22","2020-09-14",0,19,4,0
"13387","23","2020-09-14",1,35,9,2
"13388","24","2020-09-14",0,81,4,0
"13389","25","2020-09-14",0,31,0,0
"13390","26","2020-09-14",3,73,11,4
"13391","27","2020-09-14",3,28,5,1
"13392","28","2020-09-14",28,2615,336,26
"13393","29","2020-09-14",6,164,12,2
"13394","30","2020-09-14",1,537,29,6
"13395","31","2020-09-14",1,313,19,3
"13396","32","2020-09-14",1,28,4,1
"13397","33","2020-09-14",1,52,9,1
"13398","34","2020-09-14",1,62,5,1
"13399","35","2020-09-14",6,86,13,3
"13400","36","2020-09-14",0,73,4,0
"13401","37","2020-09-14",1,35,8,0
"13402","38","2020-09-14",0,25,3,1
"13403","39","2020-09-14",0,78,8,0
"13404","40","2020-09-14",0,36,0,0
"13405","41","2020-09-14",3,280,37,1
"13406","42","2020-09-14",0,17,2,0
"13407","43","2020-09-14",2,84,2,0
"13408","44","2020-09-14",0,41,3,0
"13409","45","2020-09-14",2,282,23,2
"13410","46","2020-09-14",4,145,22,2
"13411","47","2020-09-14",2,134,18,1
"13412","48","2020-09-14",5,184,22,2
"13413","49","2020-09-14",0,18,4,0
"13414","50","2020-09-14",3,143,23,0
"13415","51","2020-09-14",0,7,1,0
"13416","52","2020-09-14",0,16,1,0
"13417","01","2020-09-15",1,56,5,0
"13418","02","2020-09-15",1,75,5,0
"13419","03","2020-09-15",4,184,17,2
"13420","04","2020-09-15",1,104,4,1
"13421","05","2020-09-15",1,42,2,1
"13422","06","2020-09-15",1,116,7,0
"13423","07","2020-09-15",11,243,17,5
"13424","08","2020-09-15",5,1185,52,6
"13425","09","2020-09-15",2,107,10,1
"13426","10","2020-09-15",0,111,7,1
"13427","11","2020-09-15",3,108,7,1
"13428","12","2020-09-15",1,50,4,1
"13429","13","2020-09-15",2,222,25,1
"13430","14","2020-09-15",2,150,18,0
"13431","15","2020-09-15",1,76,6,2
"13432","16","2020-09-15",1,53,4,1
"13433","17","2020-09-15",0,165,0,0
"13434","18","2020-09-15",1,98,12,2
"13435","19","2020-09-15",2,66,8,0
"13436","20","2020-09-15",3,175,14,2
"13437","21","2020-09-15",0,40,1,0
"13438","22","2020-09-15",1,39,2,1
"13439","23","2020-09-15",1,83,7,0
"13440","24","2020-09-15",0,106,3,0
"13441","25","2020-09-15",1,62,2,0
"13442","26","2020-09-15",2,70,6,1
"13443","27","2020-09-15",2,24,6,0
"13444","28","2020-09-15",31,6456,382,28
"13445","29","2020-09-15",5,235,15,1
"13446","30","2020-09-15",7,496,23,2
"13447","31","2020-09-15",1,299,24,1
"13448","32","2020-09-15",0,24,4,0
"13449","33","2020-09-15",0,70,1,0
"13450","34","2020-09-15",0,53,5,1
"13451","35","2020-09-15",1,133,12,2
"13452","36","2020-09-15",0,42,5,0
"13453","37","2020-09-15",1,67,10,0
"13454","38","2020-09-15",1,48,2,2
"13455","39","2020-09-15",1,85,9,1
"13456","40","2020-09-15",0,35,2,0
"13457","41","2020-09-15",4,252,31,3
"13458","42","2020-09-15",0,30,2,0
"13459","43","2020-09-15",1,108,3,0
"13460","44","2020-09-15",0,41,7,1
"13461","45","2020-09-15",7,367,27,2
"13462","46","2020-09-15",4,277,25,1
"13463","47","2020-09-15",2,352,10,1
"13464","48","2020-09-15",7,249,31,1
"13465","49","2020-09-15",2,59,3,0
"13466","50","2020-09-15",10,203,35,4
"13467","51","2020-09-15",0,7,1,1
"13468","52","2020-09-15",0,4,1,0
"13469","01","2020-09-16",2,141,1,0
"13470","02","2020-09-16",2,101,4,1
"13471","03","2020-09-16",4,239,13,1
"13472","04","2020-09-16",3,129,7,0
"13473","05","2020-09-16",0,53,6,0
"13474","06","2020-09-16",2,142,13,0
"13475","07","2020-09-16",2,281,13,3
"13476","08","2020-09-16",7,1113,35,4
"13477","09","2020-09-16",1,130,11,1
"13478","10","2020-09-16",0,118,7,0
"13479","11","2020-09-16",0,216,10,0
"13480","12","2020-09-16",2,63,3,0
"13481","13","2020-09-16",3,190,14,0
"13482","14","2020-09-16",1,141,11,4
"13483","15","2020-09-16",0,86,17,1
"13484","16","2020-09-16",0,79,8,0
"13485","17","2020-09-16",0,144,3,0
"13486","18","2020-09-16",0,115,7,0
"13487","19","2020-09-16",1,131,8,3
"13488","20","2020-09-16",5,200,12,1
"13489","21","2020-09-16",1,23,1,0
"13490","22","2020-09-16",1,45,6,1
"13491","23","2020-09-16",1,86,4,0
"13492","24","2020-09-16",0,139,7,0
"13493","25","2020-09-16",1,81,0,0
"13494","26","2020-09-16",3,167,10,3
"13495","27","2020-09-16",4,25,4,0
"13496","28","2020-09-16",25,5882,338,25
"13497","29","2020-09-16",3,292,26,2
"13498","30","2020-09-16",0,458,39,4
"13499","31","2020-09-16",2,229,21,5
"13500","32","2020-09-16",0,37,2,1
"13501","33","2020-09-16",1,80,2,1
"13502","34","2020-09-16",0,63,3,0
"13503","35","2020-09-16",0,93,10,0
"13504","36","2020-09-16",1,85,5,0
"13505","37","2020-09-16",0,59,8,1
"13506","38","2020-09-16",1,59,6,1
"13507","39","2020-09-16",0,122,4,3
"13508","40","2020-09-16",0,58,0,0
"13509","41","2020-09-16",2,473,26,4
"13510","42","2020-09-16",0,26,2,1
"13511","43","2020-09-16",2,121,2,0
"13512","44","2020-09-16",1,54,13,0
"13513","45","2020-09-16",6,339,28,4
"13514","46","2020-09-16",3,312,25,2
"13515","47","2020-09-16",2,239,19,1
"13516","48","2020-09-16",7,283,24,3
"13517","49","2020-09-16",1,28,10,1
"13518","50","2020-09-16",2,211,21,0
"13519","51","2020-09-16",1,3,0,0
"13520","52","2020-09-16",0,6,1,0
"13521","01","2020-09-17",4,99,3,0
"13522","02","2020-09-17",0,70,3,1
"13523","03","2020-09-17",2,236,14,3
"13524","04","2020-09-17",4,125,7,2
"13525","05","2020-09-17",1,16,5,0
"13526","06","2020-09-17",2,143,9,1
"13527","07","2020-09-17",2,219,21,3
"13528","08","2020-09-17",8,994,28,0
"13529","09","2020-09-17",3,109,9,2
"13530","10","2020-09-17",2,119,7,1
"13531","11","2020-09-17",2,188,15,0
"13532","12","2020-09-17",1,42,5,3
"13533","13","2020-09-17",4,265,13,1
"13534","14","2020-09-17",1,148,13,1
"13535","15","2020-09-17",0,128,6,2
"13536","16","2020-09-17",0,46,2,2
"13537","17","2020-09-17",0,100,4,0
"13538","18","2020-09-17",0,119,6,0
"13539","19","2020-09-17",1,168,8,0
"13540","20","2020-09-17",7,198,11,1
"13541","21","2020-09-17",0,23,1,0
"13542","22","2020-09-17",1,41,5,0
"13543","23","2020-09-17",0,110,7,0
"13544","24","2020-09-17",0,80,13,0
"13545","25","2020-09-17",0,47,2,0
"13546","26","2020-09-17",1,125,10,2
"13547","27","2020-09-17",2,29,4,0
"13548","28","2020-09-17",29,5751,338,25
"13549","29","2020-09-17",1,330,14,2
"13550","30","2020-09-17",2,640,30,3
"13551","31","2020-09-17",3,283,23,0
"13552","32","2020-09-17",0,39,7,1
"13553","33","2020-09-17",0,93,6,1
"13554","34","2020-09-17",1,56,9,0
"13555","35","2020-09-17",2,110,13,1
"13556","36","2020-09-17",1,102,7,2
"13557","37","2020-09-17",2,150,10,0
"13558","38","2020-09-17",0,62,5,3
"13559","39","2020-09-17",3,53,8,1
"13560","40","2020-09-17",0,37,2,0
"13561","41","2020-09-17",2,297,29,5
"13562","42","2020-09-17",0,14,0,0
"13563","43","2020-09-17",0,105,6,0
"13564","44","2020-09-17",1,50,6,0
"13565","45","2020-09-17",3,364,38,4
"13566","46","2020-09-17",4,223,19,1
"13567","47","2020-09-17",2,237,19,1
"13568","48","2020-09-17",12,251,16,2
"13569","49","2020-09-17",1,196,4,0
"13570","50","2020-09-17",6,295,24,1
"13571","51","2020-09-17",0,11,1,0
"13572","52","2020-09-17",0,4,1,0
"13573","01","2020-09-18",0,92,5,1
"13574","02","2020-09-18",1,84,4,0
"13575","03","2020-09-18",3,176,19,3
"13576","04","2020-09-18",0,102,7,1
"13577","05","2020-09-18",2,77,5,1
"13578","06","2020-09-18",0,246,17,0
"13579","07","2020-09-18",3,180,10,4
"13580","08","2020-09-18",7,1157,28,7
"13581","09","2020-09-18",3,138,8,1
"13582","10","2020-09-18",3,116,6,0
"13583","11","2020-09-18",3,236,10,2
