"PROVMUN","whichMax","Max","pcMax"
"21056","ABS",990,34.1850828729282
"21057","ABS",384,36.8876080691643
"21058","PSOE",1190,45.6113453430433
"21059","PSOE",111,50.2262443438914
"21060","ABS",4679,39.1286168255561
"21061","ABS",1907,37.5098347757671
"21062","ABS",513,36.8534482758621
"21063","PSOE",1220,46.6539196940727
"21064","ABS",2376,36.4305427782889
"21065","ABS",89,32.6007326007326
"21066","PSOE",236,47.3895582329317
"21067","PSOE",148,35.7487922705314
"21068","ABS",406,40.6813627254509
"21069","PSOE",579,34.0188014101058
"21070","ABS",2166,34.6116970278044
"21071","PSOE",73,35.9605911330049
"21072","ABS",2955,28.7955564217501
"21073","ABS",753,40.4403866809882
"21074","ABS",916,34.5790864477161
"21075","PSOE",133,38.10888252149
"21076","PSOE",716,33.7576614804338
"21077","PSOE",589,34.4243132670953
"21078","ABS",958,35.1430667644901
"21079","ABS",232,32.1329639889197
"23001","PP",335,34.7871235721703
"23002","PSOE",5249,30.1182005967409
"23003","PSOE",2864,32.9650092081031
"23004","PP",183,41.9724770642202
"23005","ABS",9836,32.2851703538371
"23006","PSOE",2166,46.480686695279
"23007","PSOE",1080,34.9854227405248
"23008","PSOE",610,40.612516644474
"23009","PP",4019,31.2470844347691
"23010","ABS",4787,33.3658604586325
"23011","PSOE",721,33.2258064516129
"23012","PSOE",1349,32.4123017779913
"23014","PSOE",720,28.1359906213365
"23015","PSOE",513,37.3362445414847
"23016","PSOE",176,45.4780361757106
"23017","PSOE",663,42.175572519084
"23018","PSOE",906,38.9677419354839
"23019","PSOE",511,33.2682291666667
"23020","PSOE",434,27.2955974842767
"23021","PSOE",222,42.3664122137405
"23024","ABS",3602,28.9666264575794
"23025","PSOE",892,31.8344039971449
"23026","PSOE",1140,31.7902955939766
"23027","PSOE",321,44.3983402489627
"23028","ABS",1851,29.7588424437299
"23029","PP",295,34.994068801898
"23030","PSOE",609,49.1922455573506
"23031","PSOE",383,51.2717536813922
"23032","PSOE",297,52.4734982332155
"23033","PSOE",443,32.7662721893491
"23034","PSOE",1086,42.755905511811
"23035","PSOE",414,37.4321880650995
"23037","PSOE",220,43.8247011952191
"23038","PP",1219,33.974358974359
"23039","PSOE",722,32.7586206896552
"23040","PSOE",417,28.1756756756757
"23041","PP",178,35.6713426853707
"23042","PP",99,33.9041095890411
"23043","PSOE",169,30.952380952381
"23044","PSOE",1281,26.5988372093023
"23045","ABS",885,41.5103189493433
"23046","PSOE",979,40.9452112086993
"23047","PSOE",602,36.9551872314303
"23048","PP",308,35.4022988505747
"23049","ABS",591,32.5979040264755
"23050","PP",27903,30.6653332161069
"23051","PSOE",1006,36.4757070340827
"23052","PSOE",522,46.4
"23053","ABS",2873,30.1437414751862
"23054","PSOE",171,44.7643979057592
"23055","ABS",15969,33.856297835351
"23056","ABS",884,28.6362163913184
"23057","PSOE",248,32.3759791122715
"23058","PSOE",2431,28.0133671352846
"23059","PSOE",2106,36.0801781737194
"23060","ABS",6191,32.57906646319
"23061","ABS",2326,30.7671957671958
"23062","PSOE",574,39.4773039889959
"23063","ABS",1307,34.1342387046226
"23064","PSOE",605,36.5558912386707
"23065","PSOE",542,33.9386349405135
"23066","PP",1364,31.3779618127444
"23067","ABS",655,26.6260162601626
"23069","PSOE",1786,33.3644685223239
"23070","ABS",1507,38.5028104241186
"23071","PSOE",524,30.5539358600583
"23072","PSOE",722,36.3544813695871
"23073","PSOE",1447,32.1056134901265
"23074","PSOE",968,32.0423700761337
"23075","PSOE",1173,35.5670103092784
"23076","PSOE",276,33.3736396614268
"23077","PSOE",250,40.3225806451613
"23079","PSOE",1259,33.8714016680118
"23080","PSOE",780,44.2678774120318
"23081","PSOE",560,37.0125578321216
"23082","PSOE",595,30.9734513274336
"23084","PSOE",346,37.0053475935829
"23085","PSOE",929,41.2522202486679
"23086","ABS",3637,31.59586482495
"23087","ABS",3208,28.4094934466879
"23088","PSOE",1671,27.4429298735425
"23090","PP",483,36.8140243902439
"23091","PSOE",252,34.5679012345679
"23092","ABS",8234,29.6453645364536
"23093","PSOE",1342,41.5995040297582
"23094","PSOE",1350,35.1654076582443
"23095","PP",2634,30.1545506582713
"23096","PSOE",1220,46.1771385314156
"23097","ABS",2380,36.9393139841689
"23098","PSOE",324,37.3702422145329
"23099","ABS",1460,30.6143845669952
"23101","PSOE",150,39.6825396825397
"23901","PSOE",465,40.2946273830156
"23902","PSOE",1131,48.75
"23903","PSOE",1120,31.638418079096
"23904","ABS",998,35.6938483547926
"23905","ABS",596,31.9057815845824
"29001","PSOE",1266,30.3597122302158
"29002","ABS",388,32.9651656754461
"29003","PSOE",361,36.7243133265514
"29004","PSOE",104,33.3333333333333
"29005","ABS",1540,35.3454211613496
"29006","ABS",253,37.592867756315
"29007","ABS",8583,31.2188557087259
"29008","ABS",5190,35.5552510789888
"29009","PSOE",489,33.3106267029973
"29010","PSOE",649,39.3095093882495
"29011","ABS",1097,37.8275862068966
"29012","ABS",3156,32.3526396719631
"29013","PSOE",523,32.4844720496894
"29014","ABS",77,35.4838709677419
"29015","ABS",9928,31.1417816813049
"29016","PP",88,35.0597609561753
"29017","PSOE",2039,31.1155196093392
"29018","PSOE",635,31.592039800995
"29019","PP",249,28.3599088838269
"29020","UP",930,28.4664830119376
"29021","ABS",54,33.5403726708075
"29022","PSOE",60,33.5195530726257
"29023","ABS",741,35.6078808265257
"29024","ABS",167,43.2642487046632
"29025","ABS",13951,35.1720660531955
"29026","ABS",309,29.2336802270577
"29027","ABS",717,30.8254514187446
"29028","ABS",411,33.2255456750202
"29029","PP",132,32.7543424317618
"29030","PSOE",317,39.3788819875776
"29031","PSOE",520,32.2180916976456
"29032","PSOE",1839,27.6250563316809
"29033","ABS",392,34.9376114081996
"29034","PP",191,40.8993576017131
"29035","PSOE",544,34.7160178685386
"29036","ABS",216,34.1772151898734
"29037","PP",86,41.1483253588517
"29038","ABS",6706,37.938447612582
"29039","ABS",793,29.7449362340585
"29040","ABS",699,35.3566009104704
"29041","ABS",1130,35.5905511811024
"29042","ABS",4824,34.4178082191781
"29043","ABS",933,37.1861299322439
"29044","ABS",248,30.655129789864
"29045","ABS",516,30.6413301662708
"29046","ABS",868,32.4485981308411
"29047","PSOE",404,36.1683079677708
"29048","PSOE",477,33.9501779359431
"29049","PSOE",1003,33.8622552329507
"29050","ABS",119,28.2660332541568
"29051","ABS",14972,37.0676635884232
"29052","ABS",80,35.7142857142857
"29053","ABS",608,35.7857563272513
"29054","ABS",13759,32.7618639426626
"29055","PSOE",519,28.8975501113586
"29056","ABS",348,31.6939890710383
"29057","PSOE",124,34.733893557423
"29058","ABS",556,38.3448275862069
"29059","UP",850,32.8565906455354
"29060","PP",285,41.1849710982659
"29061","UP",251,24.7047244094488
"29062","PSOE",275,42.0489296636086
"29063","PP",111,34.3653250773994
"29064","ABS",164,32.6043737574553
"29065","PP",69,36.8983957219251
"29066","ABS",101,30.2395209580838
"29067","ABS",140126,32.9851817850123
"29068","ABS",2772,39.5096921322691
"29069","ABS",32061,37.4185943372003
"29070","ABS",14606,36.2126245847176
"29071","ABS",346,37.0449678800857
"29072","PSOE",958,29.3684855916616
"29073","ABS",499,31.6022799240025
"29074","PSOE",282,35.5163727959698
"29075","ABS",4787,37.010978815525
"29076","ABS",793,36.8323269856015
"29077","PSOE",76,38.1909547738693
"29079","PSOE",823,34.0645695364238
"29080","ABS",2257,33.8076692630318
"29081","PP",104,39.8467432950192
"29082","ABS",9485,29.7475301866081
"29083","PSOE",706,33.5073564309445
"29084","ABS",9732,35.5714755656274
"29085","PSOE",55,38.1944444444444
"29086","ABS",323,40.7313997477932
"29087","ABS",110,29.2553191489362
"29088","ABS",914,33.6772291820192
"29089","UP",963,29.8327137546468
"29090","ABS",554,32.8199052132701
"29091","ABS",2879,32.1424584124149
"29092","ABS",180,31.5789473684211
"29093","PSOE",680,30.713640469738
"29094","ABS",19858,34.5032491225632
"29095","PSOE",1041,31.3459801264679
"29096","PSOE",901,32.0640569395018
"29097","PSOE",1349,32.8383641674781
"29098","PSOE",430,34.317637669593
"29099","PSOE",314,33.0526315789474
"29100","PSOE",851,34.9773941635841
"29901","ABS",14719,33.5850864783462
"29902","ABS",1008,39.2676275808337
"29903","PSOE",178,33.969465648855
"29904","PSOE",254,60.332541567696
"41001","PSOE",479,30.0125313283208
"41002","ABS",459,31.1608961303462
"41003","PSOE",692,29.661380197171
"41004","ABS",19991,35.2948446327684
"41005","ABS",2787,30.7344508160565
"41006","PSOE",996,36.3503649635037
"41007","ABS",4497,36.4395105745077
"41008","PSOE",476,44.9480642115203
"41009","ABS",417,34.1243862520458
"41010","ABS",1504,34.027149321267
"41011","ABS",5415,35.1600545419129
"41012","ABS",1260,38.2978723404255
"41013","ABS",1745,36.0611696631535
"41014","UP",934,37.4799357945425
"41015","ABS",1892,35.7183311308288
"41016","ABS",2180,29.6397008837525
"41017","ABS",4542,29.9643752473941
"41018","ABS",3025,31.9092827004219
"41019","ABS",1635,34.8539756981454
"41020","ABS",4769,37.0062854038954
"41021","ABS",7724,36.2731285808209
"41022","ABS",1439,33.5431235431235
"41023","ABS",2558,32.35926628716
"41024","ABS",8552,37.8407079646018
"41025","ABS",700,34.6534653465347
"41026","UP",1455,33.7273991655076
"41027","ABS",1318,33.6053034166242
"41028","ABS",492,24.5631552670994
"41029","ABS",4029,29.9665303086649
"41030","PSOE",161,31.3229571984436
"41031","PSOE",481,38.8529886914378
"41032","ABS",1259,31.60140562249
"41033","ABS",1798,35.4285714285714
"41034","ABS",8445,36.6059817945384
"41035","PSOE",357,32.2202166064982
"41036","ABS",1299,32.9611773661507
"41037","PSOE",1084,33.7379396202926
"41038","ABS",33408,33.376292522104
"41039","ABS",9833,31.0551748097148
"41040","PP",3086,29.2761597571388
"41041","PSOE",2713,27.9517824026375
"41042","PSOE",1904,32.580424366872
"41043","PSOE",226,35.3677621283255
"41044","ABS",2183,29.4046336206897
"41045","ABS",1832,31.8276580958999
"41046","PSOE",925,30.598742970559
"41047","ABS",2696,26.6455821308559
"41048","ABS",781,35.0538599640934
"41049","PSOE",2669,28.7020109689214
"41050","PSOE",1450,28.1553398058252
"41051","ABS",679,31.1467889908257
"41052","PSOE",1082,35.911052107534
"41053","ABS",6406,30.1331200903147
"41054","PSOE",256,36.9942196531792
"41055","ABS",5009,33.4960545673398
"41056","PSOE",1561,42.3379441280174
"41057","ABS",88,32.7137546468402
"41058","ABS",5063,29.1060649611957
"41059","ABS",9456,27.6774476803747
"41060","ABS",5395,35.3956173730482
"41061","UP",1196,54.4874715261959
"41062","UP",765,34.412955465587
"41063","ABS",865,32.0964749536178
"41064","ABS",2140,38.2416011436741
"41065","ABS",8143,35.7478379208921
"41066","PSOE",499,37.1833084947839
"41067","ABS",2227,31.3971521218102
"41068","PSOE",4669,33.4959466245785
"41069","ABS",10455,35.8809801633606
"41070","ABS",1774,29.4098143236074
"41071","ABS",1925,34.4611528822055
"41072","UP",1261,31.1050814010854
"41073","ABS",666,39.0158172231986
"41074","PSOE",896,29.7476759628154
"41075","ABS",3917,38.3568350959655
"41076","ABS",856,39.2120934493816
"41077","ABS",2827,32.4867846472075
"41078","PSOE",919,36.6427432216906
